id,user_id,date,moral,pathogen,sexual
1,1,2008-07-10,1.4285714285714286,2.7142857142857144,1.7142857142857142
3,155324,2008-07-11,3,2.5714285714285716,1.8571428571428572
4,155366,2008-07-12,5.571428571428571,4,0.42857142857142855
5,155370,2008-07-12,5.714285714285714,4.857142857142857,4.714285714285714
6,155386,2008-07-12,1.4285714285714286,3.857142857142857,3.7142857142857144
7,155409,2008-07-12,4.142857142857143,4.142857142857143,1.5714285714285714
8,155427,2008-07-13,3.2857142857142856,5.285714285714286,3
9,155425,2008-07-13,4.428571428571429,3.857142857142857,2.4285714285714284
10,155429,2008-07-13,3.7142857142857144,5.428571428571429,2.7142857142857144
11,155450,2008-07-13,6,5,5.142857142857143
12,155451,2008-07-13,5.714285714285714,3.4285714285714284,5.285714285714286
13,155465,2008-07-13,5.142857142857143,3,3
14,155129,2008-07-13,2.4285714285714284,3.4285714285714284,3.4285714285714284
15,155404,2008-07-13,4.428571428571429,4.857142857142857,4.428571428571429
16,153949,2008-07-14,5.428571428571429,NA,2.4285714285714284
17,155567,2008-07-14,5.571428571428571,4.714285714285714,2.5714285714285716
18,155571,2008-07-14,2.7142857142857144,6,4.428571428571429
19,155596,2008-07-14,5.285714285714286,4.428571428571429,3
20,124756,2008-07-14,5.428571428571429,5.142857142857143,2.7142857142857144
21,155665,2008-07-15,4.142857142857143,4.142857142857143,3.4285714285714284
22,155682,2008-07-15,2.7142857142857144,3,0.7142857142857143
23,2311,2008-07-15,4,4.285714285714286,1.8571428571428572
24,155712,2008-07-15,4.428571428571429,4,1.1428571428571428
25,155764,2008-07-15,2.5714285714285716,4.571428571428571,4.285714285714286
26,155773,2008-07-16,1.2857142857142858,3.142857142857143,1.8571428571428572
27,155790,2008-07-16,2.5714285714285716,4.428571428571429,3
28,155817,2008-07-16,2.5714285714285716,3,1.2857142857142858
29,155819,2008-07-16,3.857142857142857,3.7142857142857144,3.2857142857142856
30,155838,2008-07-16,3.5714285714285716,5.142857142857143,2.857142857142857
31,155861,2008-07-16,3.5714285714285716,5.142857142857143,2.7142857142857144
32,155864,2008-07-16,5.571428571428571,4.571428571428571,4
33,155880,2008-07-16,4.857142857142857,3.5714285714285716,1.2857142857142858
34,155881,2008-07-16,5.285714285714286,5.857142857142857,1.5714285714285714
35,155888,2008-07-16,3,4.857142857142857,2.142857142857143
36,155636,2008-07-16,5.428571428571429,1.5714285714285714,0.14285714285714285
37,155938,2008-07-17,4.571428571428571,4.857142857142857,2
38,155945,2008-07-17,2.7142857142857144,3.7142857142857144,1.7142857142857142
39,155940,2008-07-17,4.857142857142857,4.714285714285714,3
40,155987,2008-07-17,4.285714285714286,3.4285714285714284,0.8571428571428571
41,156048,2008-07-17,3.857142857142857,5,4.285714285714286
43,156076,2008-07-18,0,3.2857142857142856,1.4285714285714286
44,156071,2008-07-18,4.428571428571429,3.5714285714285716,2.4285714285714284
45,156080,2008-07-18,3.5714285714285716,3.5714285714285716,0.7142857142857143
46,155948,2008-07-18,3.5714285714285716,4,3.2857142857142856
47,156102,2008-07-18,4.285714285714286,3.7142857142857144,0.8571428571428571
48,156163,2008-07-18,3.5714285714285716,5,2.4285714285714284
49,156166,2008-07-18,2.5714285714285716,3.857142857142857,1
50,156179,2008-07-18,5.571428571428571,5,1.1428571428571428
51,156213,2008-07-19,2.4285714285714284,3.4285714285714284,1.8571428571428572
52,156248,2008-07-19,3,3.7142857142857144,1.5714285714285714
53,156268,2008-07-19,3.857142857142857,3.4285714285714284,1.2857142857142858
54,156123,2008-07-20,4.714285714285714,4.857142857142857,2.857142857142857
55,156298,2008-07-20,3.5714285714285716,4.714285714285714,2.857142857142857
56,156310,2008-07-20,3.4285714285714284,3.142857142857143,1.4285714285714286
57,156384,2008-07-21,1.5714285714285714,4.714285714285714,2.5714285714285716
58,156428,2008-07-21,4.714285714285714,4.714285714285714,0.5714285714285714
59,102317,2008-07-21,3.5714285714285716,2.2857142857142856,4.857142857142857
60,156451,2008-07-21,3.2857142857142856,4.857142857142857,1
61,156475,2008-07-21,4.428571428571429,3.857142857142857,2.2857142857142856
62,47938,2008-07-21,3.7142857142857144,3.142857142857143,2.2857142857142856
63,156512,2008-07-22,4.857142857142857,3.5714285714285716,2.7142857142857144
64,156558,2008-07-22,3.4285714285714284,4.714285714285714,2.142857142857143
65,156595,2008-07-22,4.857142857142857,3.7142857142857144,2.142857142857143
66,156613,2008-07-22,NA,NA,NA
68,156621,2008-07-22,0.7142857142857143,1.4285714285714286,0.2857142857142857
69,156635,2008-07-22,1.8571428571428572,4,1.5714285714285714
70,156638,2008-07-22,5.142857142857143,5.571428571428571,2.5714285714285716
71,156654,2008-07-22,3.2857142857142856,4,4.142857142857143
72,156636,2008-07-22,3.5714285714285716,4.571428571428571,2.857142857142857
73,156655,2008-07-22,1.2857142857142858,5.714285714285714,5.571428571428571
74,156647,2008-07-22,3.4285714285714284,4.857142857142857,4
75,156643,2008-07-22,2,4.571428571428571,2
76,156631,2008-07-22,4.571428571428571,5.142857142857143,5.428571428571429
77,156633,2008-07-22,5.857142857142857,5.857142857142857,5.142857142857143
78,156656,2008-07-22,0.14285714285714285,5.142857142857143,2.7142857142857144
79,156632,2008-07-22,3.142857142857143,2.4285714285714284,0.5714285714285714
80,156642,2008-07-22,1.1428571428571428,5.142857142857143,6
81,156644,2008-07-22,4.142857142857143,5.285714285714286,4.428571428571429
82,156641,2008-07-22,4.571428571428571,5.428571428571429,1.1428571428571428
83,156648,2008-07-22,2.5714285714285716,4.285714285714286,5
84,156637,2008-07-22,4.142857142857143,5.428571428571429,0.2857142857142857
85,156639,2008-07-22,2.4285714285714284,2.142857142857143,2.857142857142857
86,156640,2008-07-22,4.571428571428571,4.857142857142857,3.4285714285714284
87,156646,2008-07-22,4.428571428571429,4.857142857142857,2
88,156645,2008-07-22,3.4285714285714284,6,1.5714285714285714
89,156634,2008-07-22,0,2.142857142857143,0.8571428571428571
90,156657,2008-07-22,4.714285714285714,5.285714285714286,5
91,156630,2008-07-22,2.857142857142857,4.285714285714286,2.5714285714285716
92,156688,2008-07-23,5.285714285714286,5,6
93,156722,2008-07-23,0,4,1.8571428571428572
94,156729,2008-07-23,6,4.857142857142857,1.2857142857142858
95,156760,2008-07-23,4,3.7142857142857144,5
96,156767,2008-07-23,4.857142857142857,4.285714285714286,2.5714285714285716
97,156777,2008-07-23,3.857142857142857,2.7142857142857144,2.857142857142857
98,156802,2008-07-23,3.142857142857143,2.5714285714285716,NA
99,156814,2008-07-23,4.285714285714286,5.285714285714286,2.142857142857143
100,156827,2008-07-24,2.7142857142857144,4.714285714285714,2.142857142857143
101,156872,2008-07-24,6,3,NA
102,156874,2008-07-24,5.285714285714286,3.857142857142857,4
103,156897,2008-07-24,1.2857142857142858,1.5714285714285714,0.8571428571428571
104,156911,2008-07-24,5.857142857142857,1.5714285714285714,1.1428571428571428
105,156930,2008-07-24,2.7142857142857144,4,0.8571428571428571
106,156946,2008-07-25,3.857142857142857,4.857142857142857,0.5714285714285714
107,156959,2008-07-25,2.4285714285714284,3.4285714285714284,1
108,156958,2008-07-25,5.285714285714286,5.428571428571429,5.428571428571429
109,156962,2008-07-25,4.857142857142857,5.857142857142857,5.428571428571429
110,156956,2008-07-25,3.2857142857142856,4.142857142857143,3.857142857142857
111,156967,2008-07-25,3.857142857142857,4.857142857142857,3.2857142857142856
112,156961,2008-07-25,4.571428571428571,5,2.4285714285714284
113,156963,2008-07-25,3.857142857142857,2.7142857142857144,0.5714285714285714
114,156960,2008-07-25,3.7142857142857144,5.142857142857143,1.5714285714285714
115,156969,2008-07-25,NA,4.285714285714286,2.5714285714285716
116,156957,2008-07-25,5,2.857142857142857,3.857142857142857
117,156977,2008-07-25,4.714285714285714,3.142857142857143,2.142857142857143
118,156984,2008-07-25,2.857142857142857,3.2857142857142856,2.5714285714285716
119,156799,2008-07-25,4,3.4285714285714284,3.142857142857143
120,157004,2008-07-25,0.7142857142857143,2.4285714285714284,2.5714285714285716
121,157003,2008-07-25,2.4285714285714284,NA,1.8571428571428572
122,157013,2008-07-25,4,3.5714285714285716,2.7142857142857144
123,157032,2008-07-25,2.7142857142857144,5.571428571428571,3
124,156995,2008-07-26,2.2857142857142856,3.142857142857143,3
125,157106,2008-07-26,3.4285714285714284,3,3.142857142857143
126,157117,2008-07-26,2.4285714285714284,2.142857142857143,1.1428571428571428
127,157121,2008-07-26,4.285714285714286,4.714285714285714,4.571428571428571
128,157131,2008-07-26,5.571428571428571,5,0.5714285714285714
129,157165,2008-07-26,4.142857142857143,2.7142857142857144,1.4285714285714286
130,157174,2008-07-27,3.857142857142857,3.4285714285714284,2.5714285714285716
131,157192,2008-07-27,5.857142857142857,4.714285714285714,4.857142857142857
132,157196,2008-07-27,4.714285714285714,4.142857142857143,2.2857142857142856
133,157218,2008-07-27,1.8571428571428572,4.285714285714286,2
134,157230,2008-07-27,1.4285714285714286,4.857142857142857,4.142857142857143
135,157281,2008-07-28,4.428571428571429,4.428571428571429,1.8571428571428572
136,157293,2008-07-28,3.5714285714285716,4,3.857142857142857
137,157300,2008-07-28,3.142857142857143,3.4285714285714284,3.2857142857142856
138,157322,2008-07-28,1.7142857142857142,4.714285714285714,1
139,157328,2008-07-28,4.857142857142857,3.857142857142857,4
140,157338,2008-07-28,5.714285714285714,4.285714285714286,0.14285714285714285
141,157351,2008-07-28,3.2857142857142856,4.285714285714286,1.7142857142857142
142,157354,2008-07-28,3.7142857142857144,3.4285714285714284,1
143,157385,2008-07-28,4,3.857142857142857,1
144,130532,2008-07-29,1.5714285714285714,3.7142857142857144,1.2857142857142858
145,157416,2008-07-29,4.714285714285714,1.5714285714285714,0
146,157423,2008-07-29,4.571428571428571,4.857142857142857,3.7142857142857144
147,157430,2008-07-29,3.5714285714285716,4.571428571428571,1.7142857142857142
148,157462,2008-07-29,4.428571428571429,2,1
149,157499,2008-07-29,2.857142857142857,2.142857142857143,2.142857142857143
150,157506,2008-07-29,4.428571428571429,2.142857142857143,2
151,157585,2008-07-30,3.2857142857142856,5,5.571428571428571
152,72482,2008-07-30,6,2.2857142857142856,5.571428571428571
153,157619,2008-07-30,0.2857142857142857,2.5714285714285716,1
154,157643,2008-07-30,4.285714285714286,4.428571428571429,3.5714285714285716
155,157672,2008-07-31,5.714285714285714,2.857142857142857,1.1428571428571428
156,157667,2008-07-31,5.571428571428571,4.571428571428571,1.1428571428571428
157,157706,2008-07-31,NA,NA,NA
158,157714,2008-07-31,3.7142857142857144,5.142857142857143,1.1428571428571428
159,157745,2008-07-31,2.4285714285714284,4.857142857142857,4.714285714285714
160,157741,2008-07-31,1.8571428571428572,3.5714285714285716,2
161,157765,2008-07-31,4.714285714285714,4.571428571428571,4.142857142857143
162,157843,2008-08-01,5.142857142857143,4.142857142857143,1.8571428571428572
163,100115,2008-08-01,2.857142857142857,4.285714285714286,6
164,157547,2008-08-01,2.142857142857143,4.285714285714286,2.857142857142857
165,157877,2008-08-01,4.285714285714286,3.2857142857142856,3
166,157905,2008-08-02,4.714285714285714,4.714285714285714,4.142857142857143
167,107440,2008-08-02,0.14285714285714285,3,2.2857142857142856
169,157974,2008-08-03,4.428571428571429,1.8571428571428572,1.7142857142857142
170,157975,2008-08-03,0,1.2857142857142858,5.285714285714286
172,157977,2008-08-03,5.285714285714286,4.428571428571429,4.142857142857143
173,157980,2008-08-03,5.857142857142857,5.285714285714286,3
174,157991,2008-08-03,1.7142857142857142,3.4285714285714284,0.8571428571428571
175,158034,2008-08-03,5.142857142857143,3.7142857142857144,4
176,158062,2008-08-04,5.571428571428571,3.5714285714285716,2.5714285714285716
177,158110,2008-08-04,3.7142857142857144,3.2857142857142856,1.2857142857142858
178,158041,2008-08-04,4.142857142857143,2.2857142857142856,0.8571428571428571
179,158140,2008-08-04,4,4.428571428571429,1.7142857142857142
180,158143,2008-08-05,5,4.428571428571429,3.2857142857142856
181,158221,2008-08-05,3.7142857142857144,3.857142857142857,1.2857142857142858
182,158227,2008-08-05,4.571428571428571,NA,4.571428571428571
183,158229,2008-08-05,4.428571428571429,3.142857142857143,0.7142857142857143
184,158256,2008-08-05,4,4.714285714285714,1.1428571428571428
185,158147,2008-08-06,4.857142857142857,4.285714285714286,3.5714285714285716
186,158285,2008-08-06,5.142857142857143,3.5714285714285716,1.2857142857142858
187,158307,2008-08-06,4,1.8571428571428572,1
188,158314,2008-08-06,5.142857142857143,3.2857142857142856,2.142857142857143
189,158345,2008-08-06,3.4285714285714284,4,3.2857142857142856
190,158355,2008-08-06,5.142857142857143,1.7142857142857142,1.1428571428571428
191,140286,2008-08-06,3.7142857142857144,2.4285714285714284,0.8571428571428571
192,158411,2008-08-06,3.857142857142857,5,4.571428571428571
193,158425,2008-08-06,3.4285714285714284,3.142857142857143,1.1428571428571428
194,158448,2008-08-06,3.2857142857142856,4.428571428571429,2.7142857142857144
195,158504,2008-08-07,3.5714285714285716,2.857142857142857,0.7142857142857143
196,158518,2008-08-07,2.4285714285714284,5.285714285714286,0.8571428571428571
197,158554,2008-08-07,5.428571428571429,3.7142857142857144,5
198,158612,2008-08-08,3.5714285714285716,2.857142857142857,0.5714285714285714
199,85958,2008-08-08,4,6,5.857142857142857
200,158637,2008-08-08,1.8571428571428572,NA,0.8571428571428571
201,158644,2008-08-08,3,4.142857142857143,3.2857142857142856
202,158649,2008-08-08,3.857142857142857,5.428571428571429,2.7142857142857144
203,158660,2008-08-08,4.571428571428571,3.5714285714285716,5.428571428571429
204,158664,2008-08-08,5.714285714285714,4.285714285714286,5.142857142857143
205,158681,2008-08-08,3.5714285714285716,2.4285714285714284,0.5714285714285714
206,158688,2008-08-08,2.857142857142857,5.142857142857143,2.4285714285714284
207,158702,2008-08-09,3.2857142857142856,3.4285714285714284,1.5714285714285714
208,158718,2008-08-09,4.714285714285714,3.4285714285714284,2.4285714285714284
209,158729,2008-08-09,5.142857142857143,NA,2.857142857142857
210,158734,2008-08-09,2.857142857142857,2.857142857142857,2.7142857142857144
211,158748,2008-08-09,4.428571428571429,2.2857142857142856,1.5714285714285714
212,95622,2008-08-09,3.857142857142857,4.571428571428571,1.7142857142857142
213,158753,2008-08-09,4.714285714285714,5.142857142857143,5.142857142857143
215,158750,2008-08-09,3.2857142857142856,3.7142857142857144,2.5714285714285716
216,158758,2008-08-09,3,5.142857142857143,0.42857142857142855
217,158805,2008-08-09,4.714285714285714,5,2
218,158804,2008-08-09,3.142857142857143,5.142857142857143,3.7142857142857144
219,158842,2008-08-10,4.428571428571429,3.5714285714285716,2.5714285714285716
220,158853,2008-08-10,3.142857142857143,5,1.4285714285714286
221,158857,2008-08-10,5.857142857142857,4.428571428571429,4.285714285714286
222,158867,2008-08-10,5.714285714285714,3.7142857142857144,2.4285714285714284
223,158877,2008-08-10,6,5.571428571428571,6
224,158879,2008-08-10,5.857142857142857,4.571428571428571,3.5714285714285716
225,158892,2008-08-10,3.7142857142857144,4.428571428571429,0
226,158747,2008-08-10,4.571428571428571,3.7142857142857144,1.8571428571428572
227,158770,2008-08-10,4.714285714285714,4.857142857142857,4.857142857142857
228,158795,2008-08-10,5,3.857142857142857,NA
229,158922,2008-08-10,2.5714285714285716,5,1.2857142857142858
230,158964,2008-08-10,4.714285714285714,4.571428571428571,3.4285714285714284
231,158978,2008-08-10,0.2857142857142857,3,1
232,158984,2008-08-11,1.7142857142857142,4.857142857142857,2.5714285714285716
233,159007,2008-08-11,2.5714285714285716,4.142857142857143,4.142857142857143
234,158998,2008-08-11,1,2.5714285714285716,1.5714285714285714
235,159013,2008-08-11,2.857142857142857,2.7142857142857144,3
236,159021,2008-08-11,3.5714285714285716,2.857142857142857,3.7142857142857144
237,159012,2008-08-11,4.142857142857143,NA,2.4285714285714284
238,159025,2008-08-11,3.7142857142857144,2.5714285714285716,0.8571428571428571
239,159024,2008-08-11,5.285714285714286,4.714285714285714,5.857142857142857
240,159031,2008-08-11,2.5714285714285716,4.714285714285714,2.5714285714285716
241,159058,2008-08-11,5,3.5714285714285716,3.4285714285714284
242,159074,2008-08-11,3.142857142857143,2.2857142857142856,2.2857142857142856
243,159113,2008-08-11,4.571428571428571,3.7142857142857144,1.1428571428571428
244,159130,2008-08-11,4.857142857142857,3.2857142857142856,4.142857142857143
245,159136,2008-08-11,0.42857142857142855,3.2857142857142856,0
246,159152,2008-08-11,3.2857142857142856,1.7142857142857142,0.42857142857142855
247,159168,2008-08-11,4.142857142857143,4.857142857142857,1
248,159195,2008-08-11,5.142857142857143,3,1.4285714285714286
249,159202,2008-08-11,3.2857142857142856,3.5714285714285716,3.857142857142857
250,159269,2008-08-12,4,3.5714285714285716,3.2857142857142856
251,159293,2008-08-12,4.428571428571429,5.285714285714286,1
252,159321,2008-08-12,3.4285714285714284,3.5714285714285716,2.7142857142857144
253,159325,2008-08-12,3.2857142857142856,2,1.1428571428571428
254,159368,2008-08-12,2.142857142857143,3.2857142857142856,1.2857142857142858
255,159371,2008-08-12,0.42857142857142855,4.857142857142857,2.7142857142857144
256,67479,2008-08-12,NA,3.7142857142857144,0.5714285714285714
257,159392,2008-08-12,2.857142857142857,3.5714285714285716,4
258,159396,2008-08-12,5,3.2857142857142856,4.428571428571429
259,159401,2008-08-12,5.714285714285714,5.428571428571429,5.857142857142857
260,159404,2008-08-12,4.571428571428571,5,4.142857142857143
261,159426,2008-08-12,4.571428571428571,3.7142857142857144,3.2857142857142856
262,159436,2008-08-12,4.285714285714286,4,2.142857142857143
263,159442,2008-08-12,2.7142857142857144,4.571428571428571,3.4285714285714284
264,159446,2008-08-12,1.5714285714285714,3.142857142857143,2
265,159458,2008-08-13,NA,4.857142857142857,5.285714285714286
266,159467,2008-08-13,3.2857142857142856,3.7142857142857144,3.4285714285714284
267,159483,2008-08-13,3.2857142857142856,4.428571428571429,1.2857142857142858
268,107297,2008-08-13,3.7142857142857144,3.857142857142857,3.142857142857143
269,159499,2008-08-13,4.142857142857143,NA,2.142857142857143
270,159503,2008-08-13,2.857142857142857,3.5714285714285716,1.4285714285714286
271,159521,2008-08-13,3,5,4.428571428571429
272,159529,2008-08-13,4.428571428571429,2.142857142857143,2.2857142857142856
273,159559,2008-08-13,4.285714285714286,3,NA
274,67835,2008-08-13,3.5714285714285716,4.142857142857143,2.5714285714285716
275,159575,2008-08-13,2.2857142857142856,NA,0.42857142857142855
276,159577,2008-08-13,5.714285714285714,4.142857142857143,3
277,151851,2008-08-14,4.142857142857143,2.4285714285714284,NA
278,159591,2008-08-14,4.714285714285714,3.5714285714285716,0.7142857142857143
279,159606,2008-08-14,4.571428571428571,4.714285714285714,4
280,159623,2008-08-14,2.7142857142857144,5.142857142857143,2.5714285714285716
281,159677,2008-08-14,4.714285714285714,5.142857142857143,3.142857142857143
282,159679,2008-08-14,3.7142857142857144,2.857142857142857,0.8571428571428571
283,159694,2008-08-14,3.4285714285714284,3.5714285714285716,3
284,159703,2008-08-14,0.14285714285714285,4.142857142857143,0.7142857142857143
285,159721,2008-08-14,4,4.714285714285714,0.8571428571428571
286,159673,2008-08-14,1.2857142857142858,4,3.7142857142857144
287,139115,2008-08-15,4.714285714285714,4.714285714285714,3.2857142857142856
288,159780,2008-08-15,4.714285714285714,3.142857142857143,1
289,113979,2008-08-15,3.4285714285714284,1.7142857142857142,2.857142857142857
290,86446,2008-08-16,3.4285714285714284,5.285714285714286,3.7142857142857144
291,159828,2008-08-16,4.571428571428571,3.5714285714285716,1.1428571428571428
292,159826,2008-08-16,2.857142857142857,2.142857142857143,1
293,159851,2008-08-16,5.142857142857143,4.571428571428571,1.8571428571428572
294,159928,2008-08-17,2.4285714285714284,5.142857142857143,3.4285714285714284
295,159934,2008-08-17,3.7142857142857144,2.7142857142857144,2.2857142857142856
296,159958,2008-08-17,3.2857142857142856,4.285714285714286,3.2857142857142856
297,159976,2008-08-17,0.8571428571428571,4,1.8571428571428572
298,159992,2008-08-18,4.571428571428571,2.4285714285714284,3
299,160002,2008-08-18,5,4.571428571428571,2
300,154713,2008-08-18,5.285714285714286,3.5714285714285716,4.428571428571429
301,160049,2008-08-18,5,3.4285714285714284,5.428571428571429
302,160047,2008-08-18,5.285714285714286,3.857142857142857,3.142857142857143
303,160055,2008-08-18,1.7142857142857142,3.4285714285714284,2.857142857142857
304,160089,2008-08-18,2.5714285714285716,4.428571428571429,2.2857142857142856
305,160109,2008-08-19,3.142857142857143,2,0.5714285714285714
306,160160,2008-08-19,3.2857142857142856,3.7142857142857144,1.5714285714285714
307,160227,2008-08-19,1.5714285714285714,4.714285714285714,3.4285714285714284
308,160246,2008-08-19,2.857142857142857,1.5714285714285714,0
309,160232,2008-08-19,2.7142857142857144,2.7142857142857144,1.1428571428571428
310,160254,2008-08-19,5.857142857142857,5.428571428571429,4.428571428571429
311,160260,2008-08-20,4.571428571428571,2.4285714285714284,1.2857142857142858
312,160317,2008-08-20,4.571428571428571,6,2.2857142857142856
313,160329,2008-08-20,3,2.5714285714285716,0.5714285714285714
314,160331,2008-08-20,3.142857142857143,2.5714285714285716,2.857142857142857
315,160330,2008-08-20,3.2857142857142856,3.7142857142857144,0.42857142857142855
316,160359,2008-08-20,4.428571428571429,4.714285714285714,3.857142857142857
317,160361,2008-08-20,1.2857142857142858,2,0.5714285714285714
318,160364,2008-08-20,NA,3.142857142857143,2.5714285714285716
319,160389,2008-08-20,4.285714285714286,4.714285714285714,2
320,160407,2008-08-20,3.2857142857142856,3.857142857142857,2.857142857142857
321,160412,2008-08-20,5.285714285714286,5,1.5714285714285714
322,160404,2008-08-20,NA,3,1.7142857142857142
323,160464,2008-08-20,5.571428571428571,4.142857142857143,0.8571428571428571
324,160480,2008-08-20,4.857142857142857,3.5714285714285716,3.857142857142857
325,160522,2008-08-20,3.857142857142857,5.571428571428571,4.714285714285714
326,160517,2008-08-20,2.857142857142857,2.7142857142857144,4.571428571428571
327,160532,2008-08-20,3.2857142857142856,4,1.7142857142857142
328,160540,2008-08-20,3.4285714285714284,4,4.142857142857143
330,160554,2008-08-21,3.2857142857142856,3.4285714285714284,NA
331,160576,2008-08-21,1,2,0.7142857142857143
332,160574,2008-08-21,3.2857142857142856,2.7142857142857144,1.2857142857142858
333,160592,2008-08-21,3.5714285714285716,2.857142857142857,3.2857142857142856
334,160598,2008-08-21,5.571428571428571,5.571428571428571,2.2857142857142856
335,160443,2008-08-21,4.285714285714286,5.714285714285714,2
336,160597,2008-08-21,5.857142857142857,5,5.142857142857143
337,160680,2008-08-21,1.8571428571428572,4.428571428571429,2
338,160654,2008-08-21,4.285714285714286,1.8571428571428572,2.4285714285714284
339,160748,2008-08-21,3.5714285714285716,4.285714285714286,1.5714285714285714
340,160729,2008-08-21,5.428571428571429,4.142857142857143,4.714285714285714
341,160775,2008-08-21,3.4285714285714284,2.7142857142857144,2.5714285714285716
342,160783,2008-08-21,4.285714285714286,3.7142857142857144,3.2857142857142856
343,160763,2008-08-21,5.142857142857143,3.857142857142857,3
344,160750,2008-08-21,2.4285714285714284,3.4285714285714284,2.2857142857142856
345,160786,2008-08-21,4.571428571428571,1.7142857142857142,2.857142857142857
346,160809,2008-08-21,4.142857142857143,3.142857142857143,2.4285714285714284
347,160796,2008-08-21,3.4285714285714284,3.5714285714285716,3.4285714285714284
348,160818,2008-08-21,5,3.7142857142857144,2
349,160841,2008-08-21,4.428571428571429,3.7142857142857144,2.857142857142857
350,160853,2008-08-21,2.7142857142857144,5.285714285714286,2.4285714285714284
351,160855,2008-08-21,0.7142857142857143,2.7142857142857144,3.5714285714285716
352,160871,2008-08-21,5.428571428571429,5,3
353,160886,2008-08-21,5.428571428571429,4.428571428571429,3.2857142857142856
354,160768,2008-08-21,4.428571428571429,3.2857142857142856,4.571428571428571
355,160922,2008-08-21,4.571428571428571,4.571428571428571,5.285714285714286
356,160915,2008-08-21,2.5714285714285716,1.1428571428571428,0.5714285714285714
