region,stim_id,aggressive,attractive,caring,confident,dominant,emostable,intelligent,mean,responsible,sociable,trustworthy,unhappy,weird
Africa,AF-203,4.166666666666667,5.0131578947368425,4.928030303030303,5.532258064516129,5.078947368421052,5.2368421052631575,5.824324324324325,4.009803921568627,6.625,5.3088235294117645,5.683673469387755,4.790697674418604,4.27027027027027
Africa,AF-204,4.6,3.8947368421052633,5.2727272727272725,4.580645161290323,4.7368421052631575,4.2105263157894735,5.391891891891892,4.669934640522876,5.402777777777778,4.897058823529412,4.969387755102041,5.337209302325581,4.756756756756757
Africa,AF-205,5.0777777777777775,4.7368421052631575,4.651515151515151,5.758064516129032,5.355263157894737,5.2105263157894735,5.77027027027027,4.9411764705882355,6.166666666666667,5.1911764705882355,4.908163265306122,4.965116279069767,4.121621621621622
Africa,AF-209,4.266666666666667,4.9605263157894735,5.367424242424242,5.080645161290323,4.973684210526316,5.7368421052631575,5.743243243243243,3.843137254901961,5.777777777777778,5.911764705882353,5.6938775510204085,4.162790697674419,3.72972972972973
Africa,AF-211,4.222222222222222,4.052631578947368,4.878787878787879,4.467741935483871,4.684210526315789,4.828947368421052,5.662162162162162,4.3431372549019605,5.388888888888889,5.294117647058823,5.1938775510204085,5.372093023255814,4.0675675675675675
Africa,AF-212,4.355555555555555,3.776315789473684,4.556818181818182,4.451612903225806,4.2368421052631575,4.565789473684211,4.5675675675675675,4.352941176470588,4.875,4.367647058823529,4.5,4.565891472868217,6.135135135135135
Africa,AF-222,4.344444444444444,4.184210526315789,4.598484848484849,5.338709677419355,4.565789473684211,5.144736842105263,5.486486486486487,4.509803921568627,5.291666666666667,5.602941176470588,5.63265306122449,5.271317829457364,4.945945945945946
Africa,AF-224,4.566666666666666,4.828947368421052,5.068181818181818,5.67741935483871,4.881578947368421,5.144736842105263,5.702702702702703,4.421568627450981,5.513888888888889,5.235294117647059,5.255102040816326,4.872093023255814,4.094594594594595
Africa,AF-228,4.322222222222222,5.144736842105263,4.606060606060606,5.758064516129032,5.223684210526316,5.671052631578948,5.756756756756757,4.588235294117647,6.041666666666667,4.970588235294118,5.448979591836735,4.848837209302325,4.04054054054054
Africa,AF-229,4.277777777777778,5.2631578947368425,5.015151515151516,5.870967741935484,4.9605263157894735,5.2368421052631575,5.905405405405405,4.5,5.25,5.720588235294118,5.387755102040816,4.883720930232558,3.72972972972973
Africa,AF-230,4.066666666666666,5.355263157894737,4.943181818181818,5.580645161290323,5.184210526315789,5.092105263157895,5.891891891891892,4.686274509803922,6.222222222222222,5.676470588235294,5.826530612244898,5.3023255813953485,3.2567567567567566
Africa,AF-245,4.7444444444444445,4.631578947368421,5.174242424242424,6.274193548387097,5.592105263157895,5.802631578947368,5.905405405405405,4.333333333333333,5.875,5.926470588235294,5.795918367346939,4.430232558139535,4
Africa,AF-248,5.2,4.7894736842105265,5.068181818181818,5.887096774193548,6.0394736842105265,4.631578947368421,5.5675675675675675,4.607843137254902,5.736111111111111,5.382352941176471,5.63265306122449,5.709302325581396,4.594594594594595
Africa,AF-250,3.8222222222222224,5.276315789473684,5.075757575757576,5.967741935483871,5.0394736842105265,6.223684210526316,6,3.9901960784313726,6.069444444444445,5.8088235294117645,6.061224489795919,4.3604651162790695,3.6621621621621623
Africa,AF-255,4.9,5.421052631578948,4.378787878787879,6.467741935483871,5.684210526315789,5.973684210526316,6.22972972972973,5.2745098039215685,5.833333333333333,5.514705882352941,5.479591836734694,5.116279069767442,3.675675675675676
Africa,AM-201,4.588888888888889,3.8815789473684212,4.375,4.887096774193548,4.9868421052631575,5.092105263157895,5.77027027027027,5.03921568627451,5.319444444444445,4.823529411764706,4.816326530612245,5.569767441860465,4.72972972972973
Africa,AM-202,5.188888888888889,3.789473684210526,3.4696969696969697,5,5.4605263157894735,5.2105263157894735,5.297297297297297,5.5,5.555555555555555,4.676470588235294,4.1938775510204085,5.72093023255814,5.175675675675675
Africa,AM-204,4.211111111111111,4.052631578947368,4.890151515151516,5.112903225806452,4.552631578947368,5.5394736842105265,6.1891891891891895,3.980392156862745,5.291666666666667,5.411764705882353,5.255102040816326,4.403100775193798,4.864864864864865
Africa,AM-205,4.888888888888889,3.8421052631578947,5.049242424242424,5.306451612903226,5.118421052631579,5.5394736842105265,5.918918918918919,5.029411764705882,6.041666666666667,4.514705882352941,5.081632653061225,4.6395348837209305,4.54054054054054
Africa,AM-209,4.266666666666667,4.2894736842105265,5.068181818181818,5.516129032258065,5.4868421052631575,5.618421052631579,5.783783783783784,3.9607843137254903,5.902777777777778,5.426470588235294,5.8979591836734695,4.104651162790698,3.189189189189189
Africa,AM-210,4.488888888888889,4.723684210526316,4.390151515151516,5.709677419354839,5.065789473684211,5.342105263157895,6.243243243243243,4.382352941176471,5.041666666666667,5.264705882352941,4.663265306122449,5.465116279069767,3.9324324324324325
Africa,AM-211,5.333333333333333,4.565789473684211,4.496212121212121,6.032258064516129,5.9868421052631575,5.815789473684211,6.162162162162162,4.852941176470588,5.777777777777778,5.5,5.081632653061225,5.046511627906977,3.527027027027027
Africa,AM-225,4.188888888888889,4,4.590909090909091,4.709677419354839,5.2631578947368425,4.894736842105263,5.5,4.215686274509804,5.375,4.838235294117647,5.091836734693878,5.635658914728682,3.72972972972973
Africa,AM-229,4.722222222222222,4.092105263157895,4.761363636363637,5.919354838709677,5.355263157894737,5.605263157894737,5.702702702702703,4.549019607843137,4.875,5.161764705882353,4.76530612244898,4.3023255813953485,5.324324324324325
Africa,AM-231,3.4555555555555557,4.2894736842105265,5.503787878787879,5.290322580645161,4.697368421052632,6.2105263157894735,5.864864864864865,3.6372549019607843,5.125,5.852941176470588,5.13265306122449,3.686046511627907,3.810810810810811
Africa,AM-237,4.866666666666666,4.276315789473684,4.306818181818182,5.241935483870968,5.197368421052632,4.9605263157894735,5.527027027027027,5.421568627450981,5.361111111111111,4.514705882352941,4.673469387755102,5.647286821705427,4.891891891891892
Africa,AM-238,4.855555555555555,4.052631578947368,4.492424242424242,5.645161290322581,5.342105263157895,5.828947368421052,5.918918918918919,4.8431372549019605,5.569444444444445,4.985294117647059,5.214285714285714,4.8604651162790695,3.9864864864864864
Africa,AM-243,4.533333333333333,4.447368421052632,4.795454545454546,5.483870967741935,5.223684210526316,5.394736842105263,5.743243243243243,4.549019607843137,5.222222222222222,5.014705882352941,4.969387755102041,4.674418604651163,4.445945945945946
Africa,AM-246,3.933333333333333,4.618421052631579,5.518939393939394,5.983870967741935,5.065789473684211,5.684210526315789,6.297297297297297,4.019607843137255,5.875,5.426470588235294,5.755102040816326,4.104651162790698,3.7972972972972974
Africa,AM-250,4.511111111111111,4.407894736842105,4.583333333333333,5.193548387096774,5.276315789473684,5.447368421052632,5.743243243243243,4.5588235294117645,5.777777777777778,5.132352941176471,5.530612244897959,4.744186046511628,3.9594594594594597
Africa,BF-003,3.7222222222222223,5.368421052631579,6.375,5.903225806451613,5.407894736842105,5.578947368421052,5.756756756756757,3.1862745098039214,6.236111111111111,5.823529411764706,6.540816326530612,4.1976744186046515,3
Africa,BF-004,4.644444444444445,4.302631578947368,4.765151515151516,4.225806451612903,4.171052631578948,4.4868421052631575,4.8108108108108105,4.813725490196078,5.208333333333333,4.338235294117647,4.989795918367347,5.872093023255814,4.72972972972973
Africa,BF-005,4.911111111111111,4.7894736842105265,4.878787878787879,5.241935483870968,5.671052631578948,5.578947368421052,5.418918918918919,4.800653594771242,5.680555555555555,5.338235294117647,5.26530612244898,5.267441860465116,4.283783783783784
Africa,BF-007,4.688888888888889,4.078947368421052,4.492424242424242,4.580645161290323,4.881578947368421,4.381578947368421,4.351351351351352,5.088235294117647,4.763888888888889,4.838235294117647,4.785714285714286,5.437984496124031,4.878378378378378
Africa,BF-008,4.133333333333334,4.565789473684211,5.363636363636363,5.129032258064516,4.592105263157895,4.723684210526316,4.716216216216216,4.0130718954248366,4.722222222222222,5.529411764705882,4.816326530612245,4.352713178294573,3.4864864864864864
Africa,BF-018,4.2444444444444445,4.921052631578948,5.78030303030303,5.274193548387097,5.131578947368421,5.5131578947368425,5.743243243243243,3.911764705882353,6.097222222222222,6.088235294117647,6.163265306122449,4.476744186046512,3.3378378378378377
Africa,BF-020,3.8222222222222224,4.171052631578948,6.056818181818182,5.290322580645161,5,5.078947368421052,4.824324324324325,3.480392156862745,5.569444444444445,5.661764705882353,5.673469387755102,3.2674418604651163,4.621621621621622
Africa,BF-035,4.022222222222222,4.526315789473684,5.340909090909091,5.32258064516129,4.894736842105263,4.947368421052632,5.27027027027027,4.186274509803922,5.305555555555555,5.720588235294118,5.428571428571429,4.244186046511628,3.9594594594594597
Africa,BF-047,5.411111111111111,4.144736842105263,4.363636363636363,5.645161290322581,5.907894736842105,4.894736842105263,4.945945945945946,5.480392156862745,5.916666666666667,4.5588235294117645,4.887755102040816,5.244186046511628,5.202702702702703
Africa,BF-201,4.288888888888889,5.328947368421052,5.621212121212121,5.983870967741935,5.5,5.671052631578948,5.878378378378378,4.166666666666667,6.472222222222222,5.926470588235294,6.510204081632653,4.546511627906977,3.054054054054054
Africa,BF-210,3.8666666666666667,5.092105263157895,6.087121212121212,5.758064516129032,5.276315789473684,6.144736842105263,5.743243243243243,3.5065359477124183,6.236111111111111,5.970588235294118,5.979591836734694,4.445736434108527,3.2432432432432434
Africa,BF-241,3.7888888888888888,6.407894736842105,5.893939393939394,6.048387096774194,5.434210526315789,5.552631578947368,6.27027027027027,3.6862745098039214,6.486111111111111,6.647058823529412,6.6938775510204085,4.255813953488372,2.3378378378378377
Africa,BF-244,4.6,5.223684210526316,4.893939393939394,6.209677419354839,6.197368421052632,5.631578947368421,6.243243243243243,4.627450980392157,6.444444444444445,5.485294117647059,5.8061224489795915,4.430232558139535,3.3378378378378377
Africa,BF-247,4.377777777777778,5.671052631578948,5.1477272727272725,6.17741935483871,5.842105263157895,6,6.418918918918919,4.369281045751634,6.263888888888889,6.294117647058823,6.244897959183674,4.674418604651163,3.175675675675676
Africa,BF-250,4.155555555555556,5.5,5.4772727272727275,6.516129032258065,6.157894736842105,6.197368421052632,5.9324324324324325,4.313725490196078,6.666666666666667,6.176470588235294,6.377551020408164,4.01937984496124,3.635135135135135
Africa,BM-002,4.011111111111111,4.7631578947368425,5.079545454545454,6.17741935483871,5.7368421052631575,6.065789473684211,5.986486486486487,4.088235294117647,5.777777777777778,5.529411764705882,5.612244897959184,4.662790697674419,3.2837837837837838
Africa,BM-017,5.6,3.6447368421052633,4.321969696969697,4.983870967741935,5.368421052631579,4.7631578947368425,4.824324324324325,5.26797385620915,5.055555555555555,4.264705882352941,4.336734693877551,5.686046511627907,5.594594594594595
Africa,BM-027,3.8444444444444446,5.276315789473684,6.21969696969697,6.17741935483871,5.447368421052632,6.315789473684211,6.148648648648648,3.0686274509803924,6.111111111111111,5.9411764705882355,6.061224489795919,4.1395348837209305,2.7972972972972974
Africa,BM-030,4.211111111111111,4.631578947368421,4.8977272727272725,6.338709677419355,5.552631578947368,5.592105263157895,5.878378378378378,3.6372549019607843,5.75,5.588235294117647,5.071428571428571,3.755813953488372,4.405405405405405
Africa,BM-032,4.633333333333334,4.473684210526316,5.337121212121212,6.112903225806452,5.842105263157895,5.565789473684211,5.824324324324325,4.4411764705882355,6.513888888888889,5.705882352941177,5.663265306122449,4.325581395348837,4.135135135135135
Africa,BM-040,4.066666666666666,4.368421052631579,5.128787878787879,5.258064516129032,5.2631578947368425,5.723684210526316,5.513513513513513,4,5.625,5.176470588235294,5.561224489795919,4.883720930232558,4.554054054054054
Africa,BM-202,4.122222222222222,4.2368421052631575,4.678030303030303,4.483870967741935,5.078947368421052,4.973684210526316,4.945945945945946,4.578431372549019,5.111111111111111,4.8088235294117645,5.408163265306122,5.523255813953488,3.7027027027027026
Africa,BM-210,5.311111111111111,5,4.628787878787879,5.967741935483871,6.421052631578948,5.776315789473684,5.878378378378378,5.117647058823529,6.083333333333333,4.897058823529412,5.3979591836734695,5.077519379844961,3.108108108108108
Africa,BM-211,4.5777777777777775,4.5394736842105265,4.712121212121212,5.306451612903226,5.368421052631579,5.052631578947368,5.418918918918919,4.754901960784314,5.5,5.0588235294117645,5.183673469387755,4.825581395348837,5
Africa,BM-219,4.588888888888889,4.078947368421052,4.246212121212121,4.209677419354839,4.2894736842105265,4.078947368421052,5.013513513513513,4.813725490196078,4.361111111111111,4.5588235294117645,4.1020408163265305,6.224806201550388,5.27027027027027
Africa,BM-226,4.233333333333333,3.8026315789473686,5.253787878787879,5.016129032258065,4.223684210526316,5.2105263157894735,5.148648648648648,3.843137254901961,5.541666666666667,4.617647058823529,5.214285714285714,5.290697674418604,5.081081081081081
Africa,BM-227,5.066666666666666,5.197368421052632,4.625,5.451612903225806,5.842105263157895,5.2631578947368425,6.243243243243243,4.696078431372549,6.013888888888889,5.588235294117647,5.683673469387755,4.825581395348837,3.3513513513513513
Africa,BM-238,4.777777777777778,3.460526315789474,4.1022727272727275,4.645161290322581,5.026315789473684,4.578947368421052,4.648648648648648,5.127450980392157,4.930555555555555,4.4411764705882355,4.469387755102041,5.189922480620155,5.418918918918919
Africa,BM-250,4.3,4.684210526315789,5.295454545454546,5.82258064516129,5.973684210526316,5.934210526315789,6.175675675675675,4.088235294117647,6.430555555555555,5.602941176470588,5.73469387755102,4.178294573643411,3.9054054054054053
Africa,BM-253,4.566666666666666,3.763157894736842,4.757575757575758,5.870967741935484,5.934210526315789,5.631578947368421,5.243243243243243,4.892156862745098,4.625,4.735294117647059,4.23469387755102,4.736434108527132,4.662162162162162
Africa,LF-202,4.111111111111111,4.2105263157894735,5.212121212121212,5.112903225806452,5.197368421052632,5.381578947368421,4.986486486486487,4.421568627450981,5.875,5.617647058823529,5.326530612244898,4.395348837209302,4.202702702702703
Africa,LF-206,5.433333333333334,5.131578947368421,3.8333333333333335,5.725806451612903,5.657894736842105,4.9605263157894735,5.891891891891892,5.598039215686274,6.097222222222222,5.661764705882353,5.224489795918367,5.6395348837209305,3.5675675675675675
Africa,LF-208,4,4.697368421052632,4.984848484848484,5.193548387096774,4.723684210526316,5.276315789473684,5.364864864864865,4.323529411764706,5.194444444444445,5.426470588235294,5.316326530612245,4.75968992248062,4.716216216216216
Africa,LF-209,3.511111111111111,5.184210526315789,5.9356060606060606,5.67741935483871,4.802631578947368,6,6.1891891891891895,3.6176470588235294,6.291666666666667,6.235294117647059,6.3979591836734695,3.802325581395349,3.1621621621621623
Africa,LF-210,4.288888888888889,5.328947368421052,4.9772727272727275,5.661290322580645,5.197368421052632,5.526315789473684,5.8108108108108105,4.598039215686274,5.861111111111111,5.088235294117647,5.683673469387755,4.8062015503875966,3.324324324324324
Africa,LF-213,4.211111111111111,4.671052631578948,4.662878787878788,4.806451612903226,4.828947368421052,5.197368421052632,5.77027027027027,4.5588235294117645,6,5.676470588235294,5.275510204081633,5.511627906976744,4.013513513513513
Africa,LF-216,4.177777777777778,4.815789473684211,4.8143939393939394,5.048387096774194,4.9605263157894735,5,5.121621621621622,5.009803921568627,5.736111111111111,5.382352941176471,5.142857142857143,5.244186046511628,3.324324324324324
Africa,LF-219,3.9555555555555557,5.0394736842105265,5.268939393939394,5.290322580645161,5.2105263157894735,5.276315789473684,5.905405405405405,4.245098039215686,5.513888888888889,5.8088235294117645,5.714285714285714,4.662790697674419,3.081081081081081
Africa,LF-220,4.033333333333333,4.052631578947368,5.465909090909091,5.048387096774194,4.973684210526316,5.605263157894737,5.027027027027027,3.826797385620915,5.930555555555555,5.573529411764706,5.86734693877551,3.9728682170542635,3.2162162162162162
Africa,LF-226,5.188888888888889,4.75,4.068181818181818,5.403225806451613,5.342105263157895,4.868421052631579,5.162162162162162,5.607843137254902,5.541666666666667,4.823529411764706,5.071428571428571,5.655038759689923,3.6621621621621623
Africa,LF-228,3.577777777777778,4.434210526315789,5.625,5.306451612903226,5.105263157894737,5.421052631578948,5.5675675675675675,3.676470588235294,5.722222222222222,5.455882352941177,5.8979591836734695,4.4186046511627906,3.189189189189189
Africa,LF-235,3.977777777777778,5.4868421052631575,5.492424242424242,5.290322580645161,4.855263157894737,5.302631578947368,5.918918918918919,4.1568627450980395,6.416666666666667,5.8088235294117645,5.663265306122449,4.686046511627907,3.608108108108108
Africa,LF-241,4.444444444444445,6.105263157894737,5.587121212121212,6.209677419354839,5.9605263157894735,6.157894736842105,6.3108108108108105,4.509803921568627,6.777777777777778,5.867647058823529,6.163265306122449,4.22093023255814,2.945945945945946
Africa,LF-253,4.444444444444445,4.131578947368421,4.378787878787879,4.645161290322581,5.078947368421052,5.118421052631579,4.95945945945946,5.196078431372549,5.069444444444445,4.838235294117647,4.775510204081633,5.023255813953488,5.04054054054054
Africa,LF-254,3.8222222222222224,4.5131578947368425,4.878787878787879,4.596774193548387,4.5394736842105265,4.921052631578948,5.054054054054054,4.647058823529412,5.166666666666667,5.176470588235294,4.989795918367347,5.941860465116279,3.72972972972973
Africa,LM-207,4.088888888888889,4.671052631578948,5.117424242424242,5.5,4.9868421052631575,5.368421052631579,6.108108108108108,4.323529411764706,5.722222222222222,5.132352941176471,5.326530612244898,4.848837209302325,3.2837837837837838
Africa,LM-210,5.288888888888889,4.302631578947368,4.723484848484849,5.629032258064516,5.973684210526316,5.157894736842105,5.621621621621622,5.049019607843137,5.694444444444445,4.779411764705882,5.010204081632653,5.0813953488372094,4.27027027027027
